Id,SalePrice
1461,113831.19684507952
1462,155781.85844946746
1463,175430.75322986528
1464,196262.40275150217
1465,193496.82633598053
1466,168100.55218639682
1467,181782.82228065343
1468,160215.69303370916
1469,197329.0149893869
1470,116949.34431034663
1471,186800.9498378748
1472,94506.24674363805
1473,90467.75928526327
1474,146605.83764791177
1475,113145.1258061624
1476,332494.1917995306
1477,250614.55740872782
1478,293980.02147487237
1479,283044.63523970067
1480,443070.5334399597
1481,324034.55238877406
1482,221383.45102856727
1483,178371.12965825625
1484,170816.4550153445
1485,201127.28193327537
1486,192562.3909315083
1487,321555.17465462233
1488,236948.72933646225
1489,192109.45342106896
1490,232800.3575432117
1491,196779.69160042852
1492,92695.23118100615
1493,198609.71019283944
1494,289747.186542648
1495,281148.7897009258
1496,230322.5616016498
1497,173821.31508688803
1498,173313.57760610347
1499,158143.34180476598
1500,155614.28596092848
1501,181851.57707415562
1502,147459.12964323154
1503,269251.43502512947
1504,243072.8553447294
1505,224290.32061260857
1506,186414.32600276507
1507,242212.86366139838
1508,201711.1174093043
1509,164253.48548297342
1510,141185.92662635172
1511,150493.56105788963
1512,169930.2671657986
1513,145533.50920289155
1514,141436.36935695654
1515,188722.52136575055
1516,156480.9500145859
1517,166534.20081331805
1518,124994.6685478211
1519,209300.11544303256
1520,126340.56117196308
1521,124878.76795788616
1522,180368.48702244982
1523,108650.57619899727
1524,121613.63238056646
1525,120441.59115138791
1526,112402.8547088386
1527,107289.61900392782
1528,140012.20612675417
1529,149164.43435105085
1530,200848.79684340447
1531,111839.10909921832
1532,94369.9329151571
1533,153656.67603892027
1534,120526.70724504888
1535,140145.2278863473
1536,105941.5884484264
1537,62128.40549547071
1538,152402.9027750168
1539,201932.49009522292
1540,99410.80113133148
1541,138238.15478795063
1542,131304.27707677707
1543,185763.17957694014
1544,86856.61023814835
1545,116315.04955654267
1546,140475.7991644363
1547,134050.84060494477
1548,135746.80509123282
1549,121754.89396492993
1550,132609.4421859075
1551,99920.1155442597
1552,144376.4339548205
1553,149468.07068618352
1554,113742.32930750668
1555,158140.06803011213
1556,88835.88623812766
1557,100008.58521034573
1558,95371.38429430702
1559,78417.61614137233
1560,132453.05470543943
1561,118125.72469284813
1562,135759.0350347439
1563,121191.8904824398
1564,155888.94020449682
1565,140106.8698532436
1566,247510.3879968099
1567,75623.74446974038
1568,247625.7664669685
1569,126827.23142974108
1570,148214.60660145117
1571,117636.65544949021
1572,140731.24147161905
1573,227819.39326334142
1574,128964.7443737853
1575,238049.8347749367
1576,252903.8026006092
1577,184038.8119333392
1578,142261.7470667496
1579,144495.7154860386
1580,190828.9868073342
1581,165110.92184527376
1582,126742.73088837581
1583,282579.50160810474
1584,219354.3196015647
1585,140331.97581834928
1586,64036.65415291662
1587,106240.32236238499
1588,154335.536596931
1589,98658.7127052101
1590,132281.5858756656
1591,94234.63276772384
1592,108937.80811058213
1593,125368.00841779521
1594,120212.04637295724
1595,108440.64673081483
1596,212094.80194202412
1597,191493.54054624034
1598,229772.8551622988
1599,174059.167439633
1600,170864.7846217689
1601,62487.89700855352
1602,109598.70070136343
1603,85193.47862882503
1604,243188.81496622894
1605,246683.4904311166
1606,167336.6459491629
1607,167183.69951497024
1608,228487.02845521216
1609,182217.24639973426
1610,150547.93506123472
1611,141488.22694064496
1612,170875.76486008512
1613,166350.21125923228
1614,125052.07715256808
1615,90666.8535949716
1616,78066.7321636422
1617,89471.06906708895
1618,125656.29474064108
1619,144505.3164820642
1620,170403.09025988917
1621,130166.45567572537
1622,142879.25295672478
1623,265877.09559105756
1624,210670.2366987107
1625,112650.67893468142
1626,167012.91766611216
1627,187984.78578179027
1628,277767.5877917624
1629,190039.1144436032
1630,308059.4457902841
1631,227322.44738925854
1632,231459.04794119883
1633,182391.96000610216
1634,182435.30830734427
1635,176082.04969995518
1636,153722.07581543556
1637,195112.52142026465
1638,187224.87534309432
1639,182342.57816646187
1640,250818.57122392525
1641,183860.9315589777
1642,237091.4651755096
1643,213662.06153214816
1644,232569.50080825892
1645,213607.24628817991
1646,162687.06548749603
1647,156262.58819445065
1648,126633.18397678413
1649,142708.8261882115
1650,110632.00384375708
1651,122983.52727286858
1652,97497.24506175035
1653,100932.11420149155
1654,144507.98536297533
1655,139428.50348331628
1656,142400.09983594163
1657,148656.80858654255
1658,149149.016282232
1659,114643.33260481464
1660,154675.53469764188
1661,416709.28532795305
1662,373710.2774676271
1663,357934.89025391935
1664,444027.4294799529
1665,298021.17504617193
1666,321252.891241168
1667,354463.93293407897
1668,334779.14565866056
1669,304045.512072584
1670,331382.38436421216
1671,261179.856352095
1672,379646.87053964025
1673,299642.9437491151
1674,246358.66950219218
1675,200338.21013713084
1676,198144.53510516867
1677,223410.91021596052
1678,412051.3123097465
1679,363103.8213136286
1680,311394.86846882047
1681,242742.01313721604
1682,309764.1085489064
1683,186996.10027605813
1684,180616.22663445384
1685,177108.85491005218
1686,179270.8877092526
1687,178073.04915964892
1688,186136.3986021307
1689,198352.88607068872
1690,200657.92836100567
1691,190419.48875934677
1692,262706.274711948
1693,180909.96965188588
1694,181052.13528797415
1695,168628.14112789463
1696,274977.26576522423
1697,174694.28412198435
1698,331051.6817689829
1699,328785.3201587143
1700,252032.59316278517
1701,264306.0941784496
1702,232409.4174284223
1703,238854.78171506547
1704,273395.46519835026
1705,249089.53885739262
1706,344154.233747448
1707,202932.55483748912
1708,203541.81428339446
1709,268824.83172728773
1710,229153.82264011717
1711,277995.5528987623
1712,243207.0599704119
1713,257336.46805579032
1714,217701.9410832627
1715,205713.0635279622
1716,185483.7869902963
1717,189790.317975152
1718,138983.4813722459
1719,205286.71893708044
1720,237460.8950642003
1721,168395.57551773675
1722,127223.98466173584
1723,157741.5448458513
1724,199665.86410565377
1725,238103.7060105935
1726,191864.50053308526
1727,156947.5471643607
1728,171111.40564064917
1729,164048.0385380491
1730,150130.51416606986
1731,124873.89074887556
1732,126963.45266362869
1733,108233.71417880773
1734,118729.03216013721
1735,126765.5903930535
1736,105903.35421519598
1737,286031.21452562406
1738,252257.4154836714
1739,236069.82698279043
1740,201188.9025478145
1741,184617.78052265354
1742,173911.00524113313
1743,180477.27877973815
1744,320630.2378162158
1745,217387.80530911332
1746,192110.01884816223
1747,224689.05989531745
1748,226521.24372715747
1749,145416.30834962896
1750,120915.52185400297
1751,264661.2937254042
1752,114640.15562819106
1753,145154.80304464098
1754,190048.32801502862
1755,166034.51197386615
1756,129232.0506086399
1757,120714.29835858512
1758,143197.89113344738
1759,164218.45184502663
1760,166139.70720200936
1761,141433.50180971148
1762,179884.35656490162
1763,180476.78021769383
1764,112110.88037622793
1765,160653.67131971862
